route,service_type,cause,start_time,station,delay_min,weather,year
Zürich-Chur,IC,External,2024-09-10 20:09:00,Chur,3,snow,2024
Zürich-Schaffhausen,IR,External,2024-09-11 19:46:00,Schaffhausen,5,rain,2024
Lugano-Locarno,RE,Connection wait,2024-09-11 23:36:00,Lugano,2,clear,2024
Zürich-Schaffhausen,IR,Operations,2024-09-12 07:03:00,Schaffhausen,18,clear,2024
Genève-Lausanne,IC,External,2024-09-12 19:16:00,Nyon,8,clear,2024
Bern-Belp,RE,Infrastructure,2024-09-14 15:59:00,Belp,4,clear,2024
Zürich-Bern,IC,Rolling stock,2024-09-14 19:51:00,Bern,2,rain,2024
Lausanne-Brig,IR,Connection wait,2024-09-15 19:43:00,Lausanne,2,fog,2024
Bern-Biel,IR,Boarding,2024-09-16 08:14:00,Lyss,4,clear,2024
S5 Bern,S,Infrastructure,2024-09-16 15:22:00,Bern,17,clear,2024
Genève-Lausanne,IC,External,2024-09-16 19:10:00,Genève,16,clear,2024
Basel-Lausanne,IC,Operations,2024-09-16 23:20:00,Lausanne,16,snow,2024
Olten-Zofingen,RE,Infrastructure,2024-09-18 08:54:00,Olten,17,rain,2024
Genève-Lausanne,IC,Rolling stock,2024-09-18 16:44:00,Nyon,2,clear,2024
Bern-Brig,IC,Infrastructure,2024-09-20 07:59:00,Brig,3,clear,2024
Bern-Brig,IC,External,2024-09-20 11:13:00,Bern,10,clear,2024
Basel-Olten,IC,Infrastructure,2024-09-20 21:11:00,Olten,16,clear,2024
Olten-Zofingen,RE,Rolling stock,2024-09-21 05:58:00,Zofingen,15,rain,2024
Lausanne-Brig,IR,External,2024-09-21 06:54:00,Lausanne,2,clear,2024
Zürich-Genève,IC,Rolling stock,2024-09-21 19:41:00,Bern,8,rain,2024
S2 Zürich,S,Rolling stock,2024-09-22 06:23:00,Effretikon,3,fog,2024
S2 Zürich,S,Rolling stock,2024-09-22 08:31:00,Zürich HB,18,clear,2024
Olten-Zofingen,RE,Operations,2024-09-22 09:01:00,Zofingen,14,clear,2024
Basel-Olten,IC,External,2024-09-24 17:38:00,Liestal,5,clear,2024
Basel-Lausanne,IC,External,2024-09-25 17:32:00,Lausanne,9,rain,2024
S5 Bern,S,Infrastructure,2024-09-26 08:12:00,Burgdorf,9,clear,2024
Lugano-Locarno,RE,Infrastructure,2024-09-26 11:03:00,Locarno,25,rain,2024
St. Gallen-Zürich,IR,Boarding,2024-09-26 11:12:00,Winterthur,2,clear,2024
St. Gallen-Zürich,IR,Infrastructure,2024-09-26 22:22:00,Winterthur,4,rain,2024
Basel-Lausanne,IC,Rolling stock,2024-09-27 14:57:00,Lausanne,2,clear,2024
St. Gallen-Zürich,IR,Infrastructure,2024-09-27 22:06:00,St. Gallen,29,clear,2024
Zürich-Genève,IC,Rolling stock,2024-09-29 12:31:00,Bern,7,rain,2024
Lausanne-Brig,IR,Operations,2024-09-29 22:33:00,Brig,9,clear,2024
St. Gallen-Zürich,IR,Operations,2024-09-30 07:26:00,Zürich HB,3,clear,2024
Basel-Olten,IC,External,2024-10-01 10:55:00,Olten,55,clear,2024
S6 Basel,S,Operations,2024-10-03 18:35:00,Pratteln,23,clear,2024
Bern-Belp,RE,External,2024-10-03 20:41:00,Belp,3,snow,2024
Bern-Biel,IR,Rolling stock,2024-10-04 13:58:00,Bern,13,clear,2024
Zürich-Luzern,IC,External,2024-10-04 20:32:00,Zürich HB,2,fog,2024
Bern-Biel,IR,Operations,2024-10-05 07:13:00,Biel/Bienne,3,clear,2024
Basel-Lausanne,IC,Connection wait,2024-10-05 11:14:00,Bern,10,clear,2024
Olten-Zofingen,RE,Infrastructure,2024-10-05 12:29:00,Olten,2,rain,2024
Zürich-Luzern,IC,External,2024-10-05 12:44:00,Luzern,2,clear,2024
Zürich-Chur,IC,Boarding,2024-10-05 15:02:00,Sargans,11,clear,2024
Lausanne-Brig,IR,External,2024-10-08 12:49:00,Lausanne,6,rain,2024
Basel-Olten,IC,Connection wait,2024-10-09 07:42:00,Olten,5,snow,2024
Lausanne-Brig,IR,Boarding,2024-10-09 07:52:00,Brig,5,clear,2024
S5 Bern,S,Boarding,2024-10-10 08:33:00,Burgdorf,3,clear,2024
Genève-Lausanne,IC,External,2024-10-10 18:21:00,Genève,2,clear,2024
Bern-Belp,RE,Connection wait,2024-10-11 02:44:00,Belp,2,rain,2024
Zürich-Chur,IC,Infrastructure,2024-10-11 16:42:00,Zürich HB,2,clear,2024
Zürich-Bern,IC,Infrastructure,2024-10-13 09:33:00,Olten,60,snow,2024
Bern-Biel,IR,External,2024-10-14 08:55:00,Bern,8,rain,2024
Lausanne-Brig,IR,Boarding,2024-10-14 11:00:00,Lausanne,2,rain,2024
Lausanne-Brig,IR,Infrastructure,2024-10-15 05:54:00,Brig,4,clear,2024
S6 Basel,S,Boarding,2024-10-15 17:22:00,Pratteln,2,clear,2024
Zürich-Schaffhausen,IR,Rolling stock,2024-10-16 17:56:00,Bülach,2,fog,2024
Bern-Biel,IR,Boarding,2024-10-17 19:37:00,Bern,2,rain,2024
Olten-Zofingen,RE,Rolling stock,2024-10-18 09:53:00,Zofingen,9,rain,2024
Basel-Olten,IC,Rolling stock,2024-10-19 07:27:00,Olten,11,clear,2024
Basel-Olten,IC,Infrastructure,2024-10-20 05:42:00,Liestal,22,fog,2024
Zürich-Genève,IC,Infrastructure,2024-10-21 06:11:00,Genève,2,clear,2024
Zürich-Bern,IC,External,2024-10-22 12:50:00,Zürich HB,5,clear,2024
Zürich-Bern,IC,External,2024-10-22 19:33:00,Bern,6,fog,2024
Basel-Lausanne,IC,Rolling stock,2024-10-22 22:45:00,Basel SBB,6,clear,2024
S6 Basel,S,Operations,2024-10-23 17:36:00,Pratteln,4,clear,2024
Zürich-Genève,IC,Operations,2024-10-23 20:35:00,Zürich HB,28,clear,2024
S6 Basel,S,Infrastructure,2024-10-24 06:53:00,Pratteln,2,clear,2024
St. Gallen-Zürich,IR,Infrastructure,2024-10-24 15:13:00,Zürich HB,10,clear,2024
St. Gallen-Zürich,IR,Connection wait,2024-10-24 19:55:00,St. Gallen,10,rain,2024
St. Gallen-Zürich,IR,Infrastructure,2024-10-25 05:06:00,St. Gallen,24,rain,2024
Basel-Olten,IC,Infrastructure,2024-10-25 11:38:00,Basel SBB,24,clear,2024
Basel-Lausanne,IC,Operations,2024-10-25 17:33:00,Lausanne,45,clear,2024
Zürich-Genève,IC,Operations,2024-10-25 19:00:00,Genève,2,clear,2024
St. Gallen-Zürich,IR,External,2024-10-26 19:28:00,Winterthur,5,clear,2024
Lugano-Locarno,RE,Operations,2024-10-26 23:25:00,Locarno,17,clear,2024
Lugano-Locarno,RE,Infrastructure,2024-10-27 22:47:00,Lugano,18,clear,2024
Lausanne-Brig,IR,Connection wait,2024-10-28 01:29:00,Brig,2,clear,2024
Bern-Belp,RE,External,2024-10-28 11:21:00,Bern,24,snow,2024
Bern-Belp,RE,Operations,2024-10-28 13:32:00,Bern,23,clear,2024
Bern-Biel,IR,Connection wait,2024-10-28 18:18:00,Bern,7,clear,2024
Basel-Olten,IC,Connection wait,2024-10-28 21:32:00,Liestal,2,snow,2024
Zürich-Genève,IC,Operations,2024-10-29 09:58:00,Lausanne,4,clear,2024
Genève-Lausanne,IC,External,2024-10-29 18:38:00,Genève,12,clear,2024
S1 Lausanne,S,Operations,2024-10-29 22:19:00,Yverdon,7,clear,2024
Zürich-Chur,IC,External,2024-10-29 22:58:00,Sargans,16,clear,2024
Basel-Lausanne,IC,Infrastructure,2024-10-30 03:26:00,Bern,2,clear,2024
Lugano-Locarno,RE,Rolling stock,2024-10-30 06:40:00,Locarno,2,clear,2024
Basel-Olten,IC,Operations,2024-10-30 12:35:00,Liestal,8,clear,2024
Zürich-Luzern,IC,Rolling stock,2024-10-30 21:16:00,Zürich HB,2,clear,2024
Basel-Lausanne,IC,Operations,2024-10-31 09:35:00,Lausanne,2,fog,2024
Olten-Zofingen,RE,External,2024-10-31 10:30:00,Olten,2,fog,2024
Lausanne-Brig,IR,Rolling stock,2024-10-31 14:48:00,Lausanne,2,clear,2024
Lausanne-Brig,IR,Connection wait,2024-10-31 20:10:00,Sion,3,rain,2024
Zürich-Bern,IC,Infrastructure,2024-10-31 22:13:00,Bern,6,clear,2024
Lugano-Locarno,RE,Connection wait,2024-11-01 07:08:00,Locarno,8,rain,2024
Zürich-Genève,IC,Operations,2024-11-01 08:52:00,Genève,9,clear,2024
Olten-Zofingen,RE,Connection wait,2024-11-01 21:54:00,Zofingen,3,rain,2024
Basel-Lausanne,IC,External,2024-11-03 05:18:00,Lausanne,15,clear,2024
Zürich-Schaffhausen,IR,Operations,2024-11-03 07:57:00,Bülach,2,clear,2024
Lausanne-Brig,IR,External,2024-11-03 15:32:00,Sion,3,rain,2024
S2 Zürich,S,Rolling stock,2024-11-03 17:57:00,Pfäffikon,3,rain,2024
Bern-Belp,RE,Rolling stock,2024-11-04 05:34:00,Bern,34,clear,2024
S1 Lausanne,S,Rolling stock,2024-11-05 12:14:00,Lausanne,2,clear,2024
St. Gallen-Zürich,IR,Infrastructure,2024-11-05 14:06:00,Winterthur,24,clear,2024
Genève-Lausanne,IC,External,2024-11-06 13:42:00,Nyon,7,rain,2024
Basel-Lausanne,IC,Operations,2024-11-06 15:22:00,Bern,22,clear,2024
Zürich-Luzern,IC,External,2024-11-06 17:25:00,Zürich HB,6,clear,2024
Olten-Zofingen,RE,Boarding,2024-11-06 22:10:00,Zofingen,4,clear,2024
Lausanne-Brig,IR,Operations,2024-11-07 19:26:00,Lausanne,2,rain,2024
Zürich-Schaffhausen,IR,Infrastructure,2024-11-07 21:36:00,Bülach,32,clear,2024
Bern-Biel,IR,Boarding,2024-11-08 08:58:00,Lyss,2,rain,2024
S1 Lausanne,S,Operations,2024-11-08 12:36:00,Yverdon,6,clear,2024
Olten-Zofingen,RE,Rolling stock,2024-11-08 15:14:00,Zofingen,29,rain,2024
St. Gallen-Zürich,IR,Infrastructure,2024-11-08 21:16:00,St. Gallen,13,clear,2024
Lausanne-Brig,IR,Infrastructure,2024-11-10 05:13:00,Lausanne,37,clear,2024
S2 Zürich,S,Boarding,2024-11-10 15:01:00,Zürich HB,2,clear,2024
Zürich-Schaffhausen,IR,Connection wait,2024-11-11 18:51:00,Bülach,2,clear,2024
St. Gallen-Zürich,IR,Connection wait,2024-11-11 20:26:00,St. Gallen,10,clear,2024
Bern-Brig,IC,Infrastructure,2024-11-12 13:21:00,Spiez,28,clear,2024
Olten-Zofingen,RE,External,2024-11-13 09:47:00,Zofingen,4,clear,2024
Genève-Lausanne,IC,Rolling stock,2024-11-13 19:24:00,Nyon,26,fog,2024
Lugano-Locarno,RE,Operations,2024-11-13 19:48:00,Lugano,3,clear,2024
Lugano-Locarno,RE,External,2024-11-14 18:37:00,Lugano,2,clear,2024
Zürich-Chur,IC,Rolling stock,2024-11-16 08:47:00,Zürich HB,3,clear,2024
Zürich-Luzern,IC,Operations,2024-11-16 09:40:00,Luzern,26,clear,2024
Basel-Lausanne,IC,Infrastructure,2024-11-16 15:55:00,Lausanne,2,snow,2024
Zürich-Luzern,IC,Rolling stock,2024-11-16 18:07:00,Luzern,2,fog,2024
Basel-Olten,IC,Infrastructure,2024-11-17 12:01:00,Basel SBB,37,snow,2024
Zürich-Genève,IC,Rolling stock,2024-11-19 11:45:00,Genève,10,clear,2024
Basel-Lausanne,IC,Operations,2024-11-19 12:50:00,Lausanne,8,snow,2024
Zürich-Luzern,IC,Rolling stock,2024-11-19 13:51:00,Zug,2,clear,2024
S1 Lausanne,S,Connection wait,2024-11-19 14:54:00,Lausanne,8,rain,2024
Zürich-Schaffhausen,IR,Boarding,2024-11-20 07:58:00,Bülach,2,snow,2024
Zürich-Genève,IC,External,2024-11-21 07:55:00,Zürich HB,2,clear,2024
Basel-Olten,IC,External,2024-11-21 12:53:00,Liestal,3,clear,2024
S2 Zürich,S,Rolling stock,2024-11-21 17:40:00,Pfäffikon,5,clear,2024
Zürich-Bern,IC,Boarding,2024-11-21 18:57:00,Olten,10,snow,2024
Basel-Olten,IC,Connection wait,2024-11-23 17:00:00,Liestal,10,snow,2024
S2 Zürich,S,Rolling stock,2024-11-24 19:23:00,Pfäffikon,3,clear,2024
Basel-Olten,IC,Infrastructure,2024-11-24 20:34:00,Basel SBB,16,clear,2024
Bern-Biel,IR,External,2024-11-25 23:02:00,Lyss,26,clear,2024
Zürich-Luzern,IC,Rolling stock,2024-11-26 10:30:00,Zug,11,clear,2024
Zürich-Luzern,IC,External,2024-11-26 11:10:00,Zürich HB,6,rain,2024
Bern-Biel,IR,External,2024-11-26 12:33:00,Lyss,6,rain,2024
Bern-Biel,IR,External,2024-11-26 17:41:00,Biel/Bienne,2,rain,2024
Zürich-Genève,IC,External,2024-11-27 07:45:00,Genève,2,rain,2024
Lausanne-Brig,IR,Infrastructure,2024-11-27 08:31:00,Brig,10,clear,2024
S6 Basel,S,Infrastructure,2024-11-27 17:51:00,Basel SBB,2,clear,2024
S2 Zürich,S,Infrastructure,2024-11-28 20:43:00,Zürich HB,9,clear,2024
Zürich-Chur,IC,Rolling stock,2024-11-28 22:45:00,Sargans,13,clear,2024
Zürich-Chur,IC,Infrastructure,2024-11-29 17:19:00,Sargans,18,rain,2024
Bern-Belp,RE,External,2024-11-29 18:33:00,Belp,26,clear,2024
Zürich-Chur,IC,Operations,2024-11-30 20:13:00,Zürich HB,10,clear,2024
St. Gallen-Zürich,IR,Infrastructure,2024-11-30 22:03:00,Zürich HB,12,clear,2024
S2 Zürich,S,Operations,2024-12-02 22:42:00,Zürich HB,36,clear,2024
Olten-Zofingen,RE,External,2024-12-03 05:47:00,Zofingen,7,snow,2024
Basel-Olten,IC,Boarding,2024-12-04 14:50:00,Liestal,3,clear,2024
Basel-Lausanne,IC,Boarding,2024-12-04 19:41:00,Bern,2,clear,2024
S6 Basel,S,Operations,2024-12-05 16:20:00,Basel SBB,22,rain,2024
St. Gallen-Zürich,IR,Rolling stock,2024-12-06 08:44:00,St. Gallen,2,clear,2024
Bern-Belp,RE,Infrastructure,2024-12-06 09:25:00,Belp,2,rain,2024
Zürich-Schaffhausen,IR,Operations,2024-12-06 23:36:00,Schaffhausen,12,clear,2024
Lausanne-Brig,IR,Infrastructure,2024-12-07 08:00:00,Brig,50,rain,2024
Basel-Lausanne,IC,Operations,2024-12-07 19:11:00,Bern,11,clear,2024
Genève-Lausanne,IC,Operations,2024-12-09 15:54:00,Nyon,4,clear,2024
Zürich-Bern,IC,Operations,2024-12-09 17:38:00,Olten,7,clear,2024
Bern-Brig,IC,External,2024-12-10 10:12:00,Spiez,2,rain,2024
Zürich-Bern,IC,Infrastructure,2024-12-11 09:19:00,Bern,9,fog,2024
Bern-Biel,IR,Infrastructure,2024-12-11 22:50:00,Lyss,2,clear,2024
Zürich-Schaffhausen,IR,Connection wait,2024-12-12 13:02:00,Zürich HB,4,clear,2024
S1 Lausanne,S,Rolling stock,2024-12-12 22:52:00,Yverdon,13,clear,2024
S1 Lausanne,S,Rolling stock,2024-12-13 14:11:00,Yverdon,9,clear,2024
Basel-Olten,IC,Rolling stock,2024-12-13 18:16:00,Olten,16,clear,2024
Bern-Belp,RE,Operations,2024-12-15 12:42:00,Belp,6,clear,2024
Lugano-Locarno,RE,Connection wait,2024-12-16 10:05:00,Lugano,9,clear,2024
S6 Basel,S,Operations,2024-12-16 20:27:00,Pratteln,12,clear,2024
Bern-Brig,IC,Rolling stock,2024-12-17 05:00:00,Spiez,5,clear,2024
Bern-Biel,IR,Connection wait,2024-12-17 11:28:00,Biel/Bienne,10,clear,2024
Zürich-Genève,IC,Connection wait,2024-12-17 14:25:00,Bern,4,snow,2024
Zürich-Schaffhausen,IR,External,2024-12-18 15:09:00,Bülach,2,clear,2024
Bern-Brig,IC,Rolling stock,2024-12-19 06:25:00,Brig,5,clear,2024
Zürich-Bern,IC,Operations,2024-12-19 07:56:00,Bern,3,fog,2024
Zürich-Chur,IC,Infrastructure,2024-12-19 15:31:00,Chur,2,clear,2024
Zürich-Luzern,IC,Boarding,2024-12-19 18:41:00,Zug,3,clear,2024
Lausanne-Brig,IR,Infrastructure,2024-12-21 05:31:00,Lausanne,3,clear,2024
Zürich-Schaffhausen,IR,External,2024-12-23 05:05:00,Schaffhausen,26,rain,2024
Lugano-Locarno,RE,Operations,2024-12-24 08:11:00,Lugano,7,snow,2024
S6 Basel,S,Connection wait,2024-12-24 21:58:00,Basel SBB,3,clear,2024
Zürich-Chur,IC,Rolling stock,2024-12-24 22:00:00,Zürich HB,4,clear,2024
S5 Bern,S,Rolling stock,2024-12-25 04:50:00,Bern,2,clear,2024
Basel-Lausanne,IC,External,2024-12-25 15:27:00,Basel SBB,7,rain,2024
Zürich-Bern,IC,External,2024-12-25 23:12:00,Olten,2,clear,2024
St. Gallen-Zürich,IR,External,2024-12-26 03:35:00,St. Gallen,2,snow,2024
Bern-Belp,RE,Operations,2024-12-26 09:04:00,Belp,3,clear,2024
Lugano-Locarno,RE,External,2024-12-26 12:48:00,Locarno,2,rain,2024
Bern-Brig,IC,Infrastructure,2024-12-26 14:03:00,Bern,20,clear,2024
S2 Zürich,S,Infrastructure,2024-12-27 06:42:00,Effretikon,4,clear,2024
Bern-Biel,IR,External,2024-12-27 07:05:00,Biel/Bienne,7,clear,2024
Basel-Lausanne,IC,Connection wait,2024-12-27 09:32:00,Bern,2,clear,2024
Bern-Biel,IR,Infrastructure,2024-12-27 15:38:00,Lyss,44,clear,2024
Genève-Lausanne,IC,External,2024-12-28 14:03:00,Genève,2,rain,2024
Genève-Lausanne,IC,Connection wait,2024-12-29 09:16:00,Nyon,2,rain,2024
Zürich-Chur,IC,Operations,2024-12-29 12:25:00,Zürich HB,7,clear,2024
Lugano-Locarno,RE,Infrastructure,2024-12-29 22:18:00,Lugano,79,fog,2024
Zürich-Luzern,IC,Infrastructure,2024-12-30 17:25:00,Zug,16,rain,2024
