route,service_type,cause,start_time,station,delay_min,weather,year
Basel-Olten,IC,Betrieb,2024-07-21 22:20:00,Olten,22,klar,2024
Zürich-Luzern,IC,Betrieb,2024-07-22 08:43:00,Zürich HB,2,klar,2024
Olten-Zofingen,RE,Rollmaterial,2024-07-23 08:21:00,Zofingen,13,klar,2024
S2 Zürich,S,Rollmaterial,2024-07-23 23:47:00,Pfäffikon,10,klar,2024
Lausanne-Brig,IR,Einsteigen,2024-07-24 08:59:00,Sion,2,Nebel,2024
S2 Zürich,S,Rollmaterial,2024-07-24 15:28:00,Effretikon,2,klar,2024
Basel-Olten,IC,Infrastruktur,2024-07-29 17:09:00,Basel SBB,7,Regen,2024
Basel-Olten,IC,Infrastruktur,2024-07-29 23:06:00,Basel SBB,29,klar,2024
Bern-Brig,IC,Infrastruktur,2024-07-30 12:24:00,Bern,23,klar,2024
Zürich-Bern,IC,Rollmaterial,2024-07-30 17:14:00,Bern,2,klar,2024
Basel-Olten,IC,Extern,2024-07-30 18:21:00,Basel SBB,20,klar,2024
St. Gallen-Zürich,IR,Infrastruktur,2024-07-31 19:56:00,Zürich HB,23,klar,2024
Lugano-Locarno,RE,Rollmaterial,2024-07-31 21:48:00,Locarno,13,Regen,2024
S2 Zürich,S,Extern,2024-08-02 17:26:00,Pfäffikon,5,klar,2024
Olten-Zofingen,RE,Infrastruktur,2024-08-03 10:46:00,Zofingen,11,Schnee,2024
Olten-Zofingen,RE,Extern,2024-08-04 06:14:00,Olten,2,klar,2024
S1 Lausanne,S,Betrieb,2024-08-05 06:26:00,Yverdon,20,Regen,2024
Lausanne-Brig,IR,Anschlusswarten,2024-08-05 16:46:00,Brig,2,klar,2024
Zürich-Luzern,IC,Rollmaterial,2024-08-05 18:11:00,Zürich HB,14,klar,2024
Lausanne-Brig,IR,Einsteigen,2024-08-05 21:54:00,Brig,2,klar,2024
Olten-Zofingen,RE,Anschlusswarten,2024-08-06 07:23:00,Olten,3,klar,2024
Genève-Lausanne,IC,Betrieb,2024-08-06 16:33:00,Nyon,2,klar,2024
Zürich-Bern,IC,Rollmaterial,2024-08-07 08:19:00,Zürich HB,2,Regen,2024
Bern-Belp,RE,Infrastruktur,2024-08-07 19:24:00,Bern,5,Regen,2024
Lausanne-Brig,IR,Infrastruktur,2024-08-08 05:43:00,Brig,33,klar,2024
Lugano-Locarno,RE,Extern,2024-08-08 18:12:00,Lugano,14,klar,2024
Genève-Lausanne,IC,Betrieb,2024-08-09 10:39:00,Nyon,22,klar,2024
Zürich-Luzern,IC,Rollmaterial,2024-08-10 09:48:00,Luzern,26,klar,2024
Zürich-Schaffhausen,IR,Betrieb,2024-08-11 04:31:00,Zürich HB,19,klar,2024
Basel-Lausanne,IC,Anschlusswarten,2024-08-11 13:09:00,Bern,8,klar,2024
Zürich-Bern,IC,Extern,2024-08-11 22:06:00,Bern,2,Regen,2024
Basel-Olten,IC,Betrieb,2024-08-12 07:20:00,Olten,34,klar,2024
S2 Zürich,S,Extern,2024-08-13 09:23:00,Zürich HB,17,klar,2024
Lausanne-Brig,IR,Einsteigen,2024-08-13 12:43:00,Brig,2,Regen,2024
Zürich-Bern,IC,Einsteigen,2024-08-13 14:35:00,Zürich HB,7,klar,2024
Lugano-Locarno,RE,Extern,2024-08-14 11:33:00,Locarno,19,Regen,2024
Zürich-Genève,IC,Anschlusswarten,2024-08-14 13:57:00,Genève,4,klar,2024
Zürich-Genève,IC,Rollmaterial,2024-08-15 09:22:00,Zürich HB,3,Schnee,2024
Genève-Lausanne,IC,Extern,2024-08-15 13:45:00,Nyon,21,Regen,2024
Zürich-Genève,IC,Extern,2024-08-17 11:07:00,Zürich HB,11,klar,2024
Lausanne-Brig,IR,Betrieb,2024-08-17 17:54:00,Brig,2,klar,2024
Basel-Olten,IC,Einsteigen,2024-08-17 18:37:00,Olten,2,klar,2024
Basel-Lausanne,IC,Extern,2024-08-17 23:06:00,Bern,4,Regen,2024
Lugano-Locarno,RE,Anschlusswarten,2024-08-18 07:01:00,Locarno,48,Regen,2024
St. Gallen-Zürich,IR,Infrastruktur,2024-08-18 09:56:00,Winterthur,2,klar,2024
Zürich-Bern,IC,Betrieb,2024-08-18 22:17:00,Bern,8,Regen,2024
Basel-Lausanne,IC,Betrieb,2024-08-19 05:58:00,Basel SBB,8,klar,2024
Genève-Lausanne,IC,Infrastruktur,2024-08-19 09:25:00,Nyon,7,klar,2024
S1 Lausanne,S,Infrastruktur,2024-08-20 14:16:00,Lausanne,11,klar,2024
S2 Zürich,S,Einsteigen,2024-08-20 16:32:00,Pfäffikon,3,klar,2024
Lugano-Locarno,RE,Betrieb,2024-08-20 17:29:00,Locarno,6,Regen,2024
St. Gallen-Zürich,IR,Infrastruktur,2024-08-21 11:38:00,Zürich HB,43,klar,2024
Bern-Belp,RE,Betrieb,2024-08-21 17:10:00,Bern,2,Regen,2024
Zürich-Genève,IC,Einsteigen,2024-08-21 19:27:00,Genève,2,klar,2024
Zürich-Chur,IC,Einsteigen,2024-08-23 18:36:00,Zürich HB,2,klar,2024
St. Gallen-Zürich,IR,Extern,2024-08-23 20:13:00,Winterthur,2,Regen,2024
Zürich-Luzern,IC,Rollmaterial,2024-08-25 10:44:00,Zürich HB,12,klar,2024
Bern-Biel,IR,Extern,2024-08-26 14:06:00,Bern,5,Regen,2024
S5 Bern,S,Extern,2024-08-26 16:56:00,Bern,2,Nebel,2024
S1 Lausanne,S,Extern,2024-08-27 06:52:00,Lausanne,2,klar,2024
Zürich-Bern,IC,Anschlusswarten,2024-08-28 12:41:00,Olten,5,Regen,2024
Genève-Lausanne,IC,Betrieb,2024-08-28 23:20:00,Genève,17,klar,2024
Zürich-Bern,IC,Infrastruktur,2024-08-29 04:32:00,Bern,7,Regen,2024
Zürich-Schaffhausen,IR,Infrastruktur,2024-08-29 08:53:00,Bülach,9,klar,2024
S6 Basel,S,Einsteigen,2024-08-29 17:41:00,Basel SBB,8,Nebel,2024
Zürich-Genève,IC,Infrastruktur,2024-08-29 17:42:00,Zürich HB,3,klar,2024
Bern-Belp,RE,Anschlusswarten,2024-08-31 17:51:00,Bern,2,klar,2024
Bern-Biel,IR,Betrieb,2024-08-31 18:14:00,Bern,8,Regen,2024
Basel-Lausanne,IC,Infrastruktur,2024-09-02 09:26:00,Lausanne,3,klar,2024
Bern-Brig,IC,Betrieb,2024-09-03 10:02:00,Bern,25,klar,2024
Zürich-Chur,IC,Extern,2024-09-04 12:30:00,Zürich HB,15,klar,2024
Zürich-Bern,IC,Betrieb,2024-09-05 06:30:00,Bern,4,klar,2024
Zürich-Genève,IC,Extern,2024-09-05 12:18:00,Lausanne,23,klar,2024
Bern-Brig,IC,Anschlusswarten,2024-09-06 01:59:00,Bern,2,Nebel,2024
Genève-Lausanne,IC,Anschlusswarten,2024-09-06 12:33:00,Nyon,7,Schnee,2024
Zürich-Chur,IC,Rollmaterial,2024-09-07 12:18:00,Chur,2,Schnee,2024
Lausanne-Brig,IR,Infrastruktur,2024-09-09 21:50:00,Lausanne,13,klar,2024
Zürich-Bern,IC,Einsteigen,2024-09-10 14:35:00,Bern,4,Regen,2024
Zürich-Chur,IC,Extern,2024-09-10 20:09:00,Chur,3,Schnee,2024
Zürich-Schaffhausen,IR,Extern,2024-09-11 19:46:00,Schaffhausen,5,Regen,2024
Lugano-Locarno,RE,Anschlusswarten,2024-09-11 23:36:00,Lugano,2,klar,2024
Zürich-Schaffhausen,IR,Betrieb,2024-09-12 07:03:00,Schaffhausen,18,klar,2024
Genève-Lausanne,IC,Extern,2024-09-12 19:16:00,Nyon,8,klar,2024
Bern-Belp,RE,Infrastruktur,2024-09-14 15:59:00,Belp,4,klar,2024
Zürich-Bern,IC,Rollmaterial,2024-09-14 19:51:00,Bern,2,Regen,2024
Lausanne-Brig,IR,Anschlusswarten,2024-09-15 19:43:00,Lausanne,2,Nebel,2024
Bern-Biel,IR,Einsteigen,2024-09-16 08:14:00,Lyss,4,klar,2024
S5 Bern,S,Infrastruktur,2024-09-16 15:22:00,Bern,17,klar,2024
Genève-Lausanne,IC,Extern,2024-09-16 19:10:00,Genève,16,klar,2024
Basel-Lausanne,IC,Betrieb,2024-09-16 23:20:00,Lausanne,16,Schnee,2024
Olten-Zofingen,RE,Infrastruktur,2024-09-18 08:54:00,Olten,17,Regen,2024
Genève-Lausanne,IC,Rollmaterial,2024-09-18 16:44:00,Nyon,2,klar,2024
Bern-Brig,IC,Infrastruktur,2024-09-20 07:59:00,Brig,3,klar,2024
Bern-Brig,IC,Extern,2024-09-20 11:13:00,Bern,10,klar,2024
Basel-Olten,IC,Infrastruktur,2024-09-20 21:11:00,Olten,16,klar,2024
Olten-Zofingen,RE,Rollmaterial,2024-09-21 05:58:00,Zofingen,15,Regen,2024
Lausanne-Brig,IR,Extern,2024-09-21 06:54:00,Lausanne,2,klar,2024
Zürich-Genève,IC,Rollmaterial,2024-09-21 19:41:00,Bern,8,Regen,2024
S2 Zürich,S,Rollmaterial,2024-09-22 06:23:00,Effretikon,3,Nebel,2024
S2 Zürich,S,Rollmaterial,2024-09-22 08:31:00,Zürich HB,18,klar,2024
Olten-Zofingen,RE,Betrieb,2024-09-22 09:01:00,Zofingen,14,klar,2024
Basel-Olten,IC,Extern,2024-09-24 17:38:00,Liestal,5,klar,2024
Basel-Lausanne,IC,Extern,2024-09-25 17:32:00,Lausanne,9,Regen,2024
S5 Bern,S,Infrastruktur,2024-09-26 08:12:00,Burgdorf,9,klar,2024
Lugano-Locarno,RE,Infrastruktur,2024-09-26 11:03:00,Locarno,25,Regen,2024
St. Gallen-Zürich,IR,Einsteigen,2024-09-26 11:12:00,Winterthur,2,klar,2024
St. Gallen-Zürich,IR,Infrastruktur,2024-09-26 22:22:00,Winterthur,4,Regen,2024
Basel-Lausanne,IC,Rollmaterial,2024-09-27 14:57:00,Lausanne,2,klar,2024
St. Gallen-Zürich,IR,Infrastruktur,2024-09-27 22:06:00,St. Gallen,29,klar,2024
Zürich-Genève,IC,Rollmaterial,2024-09-29 12:31:00,Bern,7,Regen,2024
Lausanne-Brig,IR,Betrieb,2024-09-29 22:33:00,Brig,9,klar,2024
St. Gallen-Zürich,IR,Betrieb,2024-09-30 07:26:00,Zürich HB,3,klar,2024
Basel-Olten,IC,Extern,2024-10-01 10:55:00,Olten,55,klar,2024
S6 Basel,S,Betrieb,2024-10-03 18:35:00,Pratteln,23,klar,2024
Bern-Belp,RE,Extern,2024-10-03 20:41:00,Belp,3,Schnee,2024
Bern-Biel,IR,Rollmaterial,2024-10-04 13:58:00,Bern,13,klar,2024
Zürich-Luzern,IC,Extern,2024-10-04 20:32:00,Zürich HB,2,Nebel,2024
Bern-Biel,IR,Betrieb,2024-10-05 07:13:00,Biel/Bienne,3,klar,2024
Basel-Lausanne,IC,Anschlusswarten,2024-10-05 11:14:00,Bern,10,klar,2024
Olten-Zofingen,RE,Infrastruktur,2024-10-05 12:29:00,Olten,2,Regen,2024
Zürich-Luzern,IC,Extern,2024-10-05 12:44:00,Luzern,2,klar,2024
Zürich-Chur,IC,Einsteigen,2024-10-05 15:02:00,Sargans,11,klar,2024
Lausanne-Brig,IR,Extern,2024-10-08 12:49:00,Lausanne,6,Regen,2024
Basel-Olten,IC,Anschlusswarten,2024-10-09 07:42:00,Olten,5,Schnee,2024
Lausanne-Brig,IR,Einsteigen,2024-10-09 07:52:00,Brig,5,klar,2024
S5 Bern,S,Einsteigen,2024-10-10 08:33:00,Burgdorf,3,klar,2024
Genève-Lausanne,IC,Extern,2024-10-10 18:21:00,Genève,2,klar,2024
Bern-Belp,RE,Anschlusswarten,2024-10-11 02:44:00,Belp,2,Regen,2024
Zürich-Chur,IC,Infrastruktur,2024-10-11 16:42:00,Zürich HB,2,klar,2024
Zürich-Bern,IC,Infrastruktur,2024-10-13 09:33:00,Olten,60,Schnee,2024
Bern-Biel,IR,Extern,2024-10-14 08:55:00,Bern,8,Regen,2024
Lausanne-Brig,IR,Einsteigen,2024-10-14 11:00:00,Lausanne,2,Regen,2024
Lausanne-Brig,IR,Infrastruktur,2024-10-15 05:54:00,Brig,4,klar,2024
S6 Basel,S,Einsteigen,2024-10-15 17:22:00,Pratteln,2,klar,2024
Zürich-Schaffhausen,IR,Rollmaterial,2024-10-16 17:56:00,Bülach,2,Nebel,2024
Bern-Biel,IR,Einsteigen,2024-10-17 19:37:00,Bern,2,Regen,2024
Olten-Zofingen,RE,Rollmaterial,2024-10-18 09:53:00,Zofingen,9,Regen,2024
Basel-Olten,IC,Rollmaterial,2024-10-19 07:27:00,Olten,11,klar,2024
Basel-Olten,IC,Infrastruktur,2024-10-20 05:42:00,Liestal,22,Nebel,2024
Zürich-Genève,IC,Infrastruktur,2024-10-21 06:11:00,Genève,2,klar,2024
Zürich-Bern,IC,Extern,2024-10-22 12:50:00,Zürich HB,5,klar,2024
Zürich-Bern,IC,Extern,2024-10-22 19:33:00,Bern,6,Nebel,2024
Basel-Lausanne,IC,Rollmaterial,2024-10-22 22:45:00,Basel SBB,6,klar,2024
S6 Basel,S,Betrieb,2024-10-23 17:36:00,Pratteln,4,klar,2024
Zürich-Genève,IC,Betrieb,2024-10-23 20:35:00,Zürich HB,28,klar,2024
S6 Basel,S,Infrastruktur,2024-10-24 06:53:00,Pratteln,2,klar,2024
St. Gallen-Zürich,IR,Infrastruktur,2024-10-24 15:13:00,Zürich HB,10,klar,2024
St. Gallen-Zürich,IR,Anschlusswarten,2024-10-24 19:55:00,St. Gallen,10,Regen,2024
St. Gallen-Zürich,IR,Infrastruktur,2024-10-25 05:06:00,St. Gallen,24,Regen,2024
Basel-Olten,IC,Infrastruktur,2024-10-25 11:38:00,Basel SBB,24,klar,2024
Basel-Lausanne,IC,Betrieb,2024-10-25 17:33:00,Lausanne,45,klar,2024
Zürich-Genève,IC,Betrieb,2024-10-25 19:00:00,Genève,2,klar,2024
St. Gallen-Zürich,IR,Extern,2024-10-26 19:28:00,Winterthur,5,klar,2024
Lugano-Locarno,RE,Betrieb,2024-10-26 23:25:00,Locarno,17,klar,2024
Lugano-Locarno,RE,Infrastruktur,2024-10-27 22:47:00,Lugano,18,klar,2024
Lausanne-Brig,IR,Anschlusswarten,2024-10-28 01:29:00,Brig,2,klar,2024
Bern-Belp,RE,Extern,2024-10-28 11:21:00,Bern,24,Schnee,2024
Bern-Belp,RE,Betrieb,2024-10-28 13:32:00,Bern,23,klar,2024
Bern-Biel,IR,Anschlusswarten,2024-10-28 18:18:00,Bern,7,klar,2024
Basel-Olten,IC,Anschlusswarten,2024-10-28 21:32:00,Liestal,2,Schnee,2024
Zürich-Genève,IC,Betrieb,2024-10-29 09:58:00,Lausanne,4,klar,2024
Genève-Lausanne,IC,Extern,2024-10-29 18:38:00,Genève,12,klar,2024
S1 Lausanne,S,Betrieb,2024-10-29 22:19:00,Yverdon,7,klar,2024
Zürich-Chur,IC,Extern,2024-10-29 22:58:00,Sargans,16,klar,2024
Basel-Lausanne,IC,Infrastruktur,2024-10-30 03:26:00,Bern,2,klar,2024
Lugano-Locarno,RE,Rollmaterial,2024-10-30 06:40:00,Locarno,2,klar,2024
Basel-Olten,IC,Betrieb,2024-10-30 12:35:00,Liestal,8,klar,2024
Zürich-Luzern,IC,Rollmaterial,2024-10-30 21:16:00,Zürich HB,2,klar,2024
Basel-Lausanne,IC,Betrieb,2024-10-31 09:35:00,Lausanne,2,Nebel,2024
Olten-Zofingen,RE,Extern,2024-10-31 10:30:00,Olten,2,Nebel,2024
Lausanne-Brig,IR,Rollmaterial,2024-10-31 14:48:00,Lausanne,2,klar,2024
Lausanne-Brig,IR,Anschlusswarten,2024-10-31 20:10:00,Sion,3,Regen,2024
Zürich-Bern,IC,Infrastruktur,2024-10-31 22:13:00,Bern,6,klar,2024
Lugano-Locarno,RE,Anschlusswarten,2024-11-01 07:08:00,Locarno,8,Regen,2024
Zürich-Genève,IC,Betrieb,2024-11-01 08:52:00,Genève,9,klar,2024
Olten-Zofingen,RE,Anschlusswarten,2024-11-01 21:54:00,Zofingen,3,Regen,2024
Basel-Lausanne,IC,Extern,2024-11-03 05:18:00,Lausanne,15,klar,2024
Zürich-Schaffhausen,IR,Betrieb,2024-11-03 07:57:00,Bülach,2,klar,2024
Lausanne-Brig,IR,Extern,2024-11-03 15:32:00,Sion,3,Regen,2024
S2 Zürich,S,Rollmaterial,2024-11-03 17:57:00,Pfäffikon,3,Regen,2024
Bern-Belp,RE,Rollmaterial,2024-11-04 05:34:00,Bern,34,klar,2024
S1 Lausanne,S,Rollmaterial,2024-11-05 12:14:00,Lausanne,2,klar,2024
St. Gallen-Zürich,IR,Infrastruktur,2024-11-05 14:06:00,Winterthur,24,klar,2024
Genève-Lausanne,IC,Extern,2024-11-06 13:42:00,Nyon,7,Regen,2024
Basel-Lausanne,IC,Betrieb,2024-11-06 15:22:00,Bern,22,klar,2024
Zürich-Luzern,IC,Extern,2024-11-06 17:25:00,Zürich HB,6,klar,2024
Olten-Zofingen,RE,Einsteigen,2024-11-06 22:10:00,Zofingen,4,klar,2024
Lausanne-Brig,IR,Betrieb,2024-11-07 19:26:00,Lausanne,2,Regen,2024
Zürich-Schaffhausen,IR,Infrastruktur,2024-11-07 21:36:00,Bülach,32,klar,2024
Bern-Biel,IR,Einsteigen,2024-11-08 08:58:00,Lyss,2,Regen,2024
S1 Lausanne,S,Betrieb,2024-11-08 12:36:00,Yverdon,6,klar,2024
Olten-Zofingen,RE,Rollmaterial,2024-11-08 15:14:00,Zofingen,29,Regen,2024
St. Gallen-Zürich,IR,Infrastruktur,2024-11-08 21:16:00,St. Gallen,13,klar,2024
Lausanne-Brig,IR,Infrastruktur,2024-11-10 05:13:00,Lausanne,37,klar,2024
S2 Zürich,S,Einsteigen,2024-11-10 15:01:00,Zürich HB,2,klar,2024
Zürich-Schaffhausen,IR,Anschlusswarten,2024-11-11 18:51:00,Bülach,2,klar,2024
St. Gallen-Zürich,IR,Anschlusswarten,2024-11-11 20:26:00,St. Gallen,10,klar,2024
Bern-Brig,IC,Infrastruktur,2024-11-12 13:21:00,Spiez,28,klar,2024
Olten-Zofingen,RE,Extern,2024-11-13 09:47:00,Zofingen,4,klar,2024
Genève-Lausanne,IC,Rollmaterial,2024-11-13 19:24:00,Nyon,26,Nebel,2024
Lugano-Locarno,RE,Betrieb,2024-11-13 19:48:00,Lugano,3,klar,2024
Lugano-Locarno,RE,Extern,2024-11-14 18:37:00,Lugano,2,klar,2024
Zürich-Chur,IC,Rollmaterial,2024-11-16 08:47:00,Zürich HB,3,klar,2024
Zürich-Luzern,IC,Betrieb,2024-11-16 09:40:00,Luzern,26,klar,2024
Basel-Lausanne,IC,Infrastruktur,2024-11-16 15:55:00,Lausanne,2,Schnee,2024
Zürich-Luzern,IC,Rollmaterial,2024-11-16 18:07:00,Luzern,2,Nebel,2024
Basel-Olten,IC,Infrastruktur,2024-11-17 12:01:00,Basel SBB,37,Schnee,2024
Zürich-Genève,IC,Rollmaterial,2024-11-19 11:45:00,Genève,10,klar,2024
Basel-Lausanne,IC,Betrieb,2024-11-19 12:50:00,Lausanne,8,Schnee,2024
Zürich-Luzern,IC,Rollmaterial,2024-11-19 13:51:00,Zug,2,klar,2024
S1 Lausanne,S,Anschlusswarten,2024-11-19 14:54:00,Lausanne,8,Regen,2024
Zürich-Schaffhausen,IR,Einsteigen,2024-11-20 07:58:00,Bülach,2,Schnee,2024
Zürich-Genève,IC,Extern,2024-11-21 07:55:00,Zürich HB,2,klar,2024
Basel-Olten,IC,Extern,2024-11-21 12:53:00,Liestal,3,klar,2024
S2 Zürich,S,Rollmaterial,2024-11-21 17:40:00,Pfäffikon,5,klar,2024
Zürich-Bern,IC,Einsteigen,2024-11-21 18:57:00,Olten,10,Schnee,2024
Basel-Olten,IC,Anschlusswarten,2024-11-23 17:00:00,Liestal,10,Schnee,2024
S2 Zürich,S,Rollmaterial,2024-11-24 19:23:00,Pfäffikon,3,klar,2024
Basel-Olten,IC,Infrastruktur,2024-11-24 20:34:00,Basel SBB,16,klar,2024
Bern-Biel,IR,Extern,2024-11-25 23:02:00,Lyss,26,klar,2024
Zürich-Luzern,IC,Rollmaterial,2024-11-26 10:30:00,Zug,11,klar,2024
Zürich-Luzern,IC,Extern,2024-11-26 11:10:00,Zürich HB,6,Regen,2024
Bern-Biel,IR,Extern,2024-11-26 12:33:00,Lyss,6,Regen,2024
Bern-Biel,IR,Extern,2024-11-26 17:41:00,Biel/Bienne,2,Regen,2024
Zürich-Genève,IC,Extern,2024-11-27 07:45:00,Genève,2,Regen,2024
Lausanne-Brig,IR,Infrastruktur,2024-11-27 08:31:00,Brig,10,klar,2024
S6 Basel,S,Infrastruktur,2024-11-27 17:51:00,Basel SBB,2,klar,2024
S2 Zürich,S,Infrastruktur,2024-11-28 20:43:00,Zürich HB,9,klar,2024
Zürich-Chur,IC,Rollmaterial,2024-11-28 22:45:00,Sargans,13,klar,2024
Zürich-Chur,IC,Infrastruktur,2024-11-29 17:19:00,Sargans,18,Regen,2024
Bern-Belp,RE,Extern,2024-11-29 18:33:00,Belp,26,klar,2024
Zürich-Chur,IC,Betrieb,2024-11-30 20:13:00,Zürich HB,10,klar,2024
St. Gallen-Zürich,IR,Infrastruktur,2024-11-30 22:03:00,Zürich HB,12,klar,2024
S2 Zürich,S,Betrieb,2024-12-02 22:42:00,Zürich HB,36,klar,2024
Olten-Zofingen,RE,Extern,2024-12-03 05:47:00,Zofingen,7,Schnee,2024
Basel-Olten,IC,Einsteigen,2024-12-04 14:50:00,Liestal,3,klar,2024
Basel-Lausanne,IC,Einsteigen,2024-12-04 19:41:00,Bern,2,klar,2024
S6 Basel,S,Betrieb,2024-12-05 16:20:00,Basel SBB,22,Regen,2024
St. Gallen-Zürich,IR,Rollmaterial,2024-12-06 08:44:00,St. Gallen,2,klar,2024
Bern-Belp,RE,Infrastruktur,2024-12-06 09:25:00,Belp,2,Regen,2024
Zürich-Schaffhausen,IR,Betrieb,2024-12-06 23:36:00,Schaffhausen,12,klar,2024
Lausanne-Brig,IR,Infrastruktur,2024-12-07 08:00:00,Brig,50,Regen,2024
Basel-Lausanne,IC,Betrieb,2024-12-07 19:11:00,Bern,11,klar,2024
Genève-Lausanne,IC,Betrieb,2024-12-09 15:54:00,Nyon,4,klar,2024
Zürich-Bern,IC,Betrieb,2024-12-09 17:38:00,Olten,7,klar,2024
Bern-Brig,IC,Extern,2024-12-10 10:12:00,Spiez,2,Regen,2024
Zürich-Bern,IC,Infrastruktur,2024-12-11 09:19:00,Bern,9,Nebel,2024
Bern-Biel,IR,Infrastruktur,2024-12-11 22:50:00,Lyss,2,klar,2024
Zürich-Schaffhausen,IR,Anschlusswarten,2024-12-12 13:02:00,Zürich HB,4,klar,2024
S1 Lausanne,S,Rollmaterial,2024-12-12 22:52:00,Yverdon,13,klar,2024
S1 Lausanne,S,Rollmaterial,2024-12-13 14:11:00,Yverdon,9,klar,2024
Basel-Olten,IC,Rollmaterial,2024-12-13 18:16:00,Olten,16,klar,2024
Bern-Belp,RE,Betrieb,2024-12-15 12:42:00,Belp,6,klar,2024
Lugano-Locarno,RE,Anschlusswarten,2024-12-16 10:05:00,Lugano,9,klar,2024
S6 Basel,S,Betrieb,2024-12-16 20:27:00,Pratteln,12,klar,2024
Bern-Brig,IC,Rollmaterial,2024-12-17 05:00:00,Spiez,5,klar,2024
Bern-Biel,IR,Anschlusswarten,2024-12-17 11:28:00,Biel/Bienne,10,klar,2024
Zürich-Genève,IC,Anschlusswarten,2024-12-17 14:25:00,Bern,4,Schnee,2024
Zürich-Schaffhausen,IR,Extern,2024-12-18 15:09:00,Bülach,2,klar,2024
Bern-Brig,IC,Rollmaterial,2024-12-19 06:25:00,Brig,5,klar,2024
Zürich-Bern,IC,Betrieb,2024-12-19 07:56:00,Bern,3,Nebel,2024
Zürich-Chur,IC,Infrastruktur,2024-12-19 15:31:00,Chur,2,klar,2024
Zürich-Luzern,IC,Einsteigen,2024-12-19 18:41:00,Zug,3,klar,2024
Lausanne-Brig,IR,Infrastruktur,2024-12-21 05:31:00,Lausanne,3,klar,2024
Zürich-Schaffhausen,IR,Extern,2024-12-23 05:05:00,Schaffhausen,26,Regen,2024
Lugano-Locarno,RE,Betrieb,2024-12-24 08:11:00,Lugano,7,Schnee,2024
S6 Basel,S,Anschlusswarten,2024-12-24 21:58:00,Basel SBB,3,klar,2024
Zürich-Chur,IC,Rollmaterial,2024-12-24 22:00:00,Zürich HB,4,klar,2024
S5 Bern,S,Rollmaterial,2024-12-25 04:50:00,Bern,2,klar,2024
Basel-Lausanne,IC,Extern,2024-12-25 15:27:00,Basel SBB,7,Regen,2024
Zürich-Bern,IC,Extern,2024-12-25 23:12:00,Olten,2,klar,2024
St. Gallen-Zürich,IR,Extern,2024-12-26 03:35:00,St. Gallen,2,Schnee,2024
Bern-Belp,RE,Betrieb,2024-12-26 09:04:00,Belp,3,klar,2024
Lugano-Locarno,RE,Extern,2024-12-26 12:48:00,Locarno,2,Regen,2024
Bern-Brig,IC,Infrastruktur,2024-12-26 14:03:00,Bern,20,klar,2024
S2 Zürich,S,Infrastruktur,2024-12-27 06:42:00,Effretikon,4,klar,2024
Bern-Biel,IR,Extern,2024-12-27 07:05:00,Biel/Bienne,7,klar,2024
Basel-Lausanne,IC,Anschlusswarten,2024-12-27 09:32:00,Bern,2,klar,2024
Bern-Biel,IR,Infrastruktur,2024-12-27 15:38:00,Lyss,44,klar,2024
Genève-Lausanne,IC,Extern,2024-12-28 14:03:00,Genève,2,Regen,2024
Genève-Lausanne,IC,Anschlusswarten,2024-12-29 09:16:00,Nyon,2,Regen,2024
Zürich-Chur,IC,Betrieb,2024-12-29 12:25:00,Zürich HB,7,klar,2024
Lugano-Locarno,RE,Infrastruktur,2024-12-29 22:18:00,Lugano,79,Nebel,2024
Zürich-Luzern,IC,Infrastruktur,2024-12-30 17:25:00,Zug,16,Regen,2024
